Spine Id;Dendrite Segment;Distance to dendrite;Spine Position X;Spine Position Y;Spine Position Z;Spine Volume;Spine Area;Spine Length;Spine Mean Diameter;Spine Max Diameter;Spine Min Diameter;Spine Neck Length;Spine Neck Mean Diameter;Spine Neck Max Diameter;Spine Neck Min Diameter;Spine Neck Volume;Spine Orientation Angle;Spine Straightness;Spine Branchings
Apical-723001704;8473;1,26054;483,47;472,62;-1,64;0,5;4,18;2,71;0,63;1,77;0,4;1,56;0,43;0,53;0,4;0,34;159,76;0,9;0
Apical-723001705;8473;0,473681;484,55;472,01;-1,9;0,3;2,28;1,22;0,85;1,77;0,48;0;0,53;0,53;0,53;0,14;-102,97;0,99;0
Apical-723001706;8474;1,60385;485,95;471,2;-1,3;0,81;6,37;3,99;0,66;1,77;0,4;2,8;0,51;0,74;0,4;0,75;-30,44;0,76;0
Apical-723001707;8469;0,43896;485,38;472,9;-1,67;0,24;1,62;0,8;1,09;2,22;0,68;0;0,75;0,75;0,75;0,08;-10,98;0,94;0
Apical-723001708;8469;0,450176;485,36;472,89;-1,28;0,06;0,66;0,55;1,03;2,22;0,48;0;0;0;0;0,01;-11,21;0,92;0
Apical-723001709;8467;0,840037;485,49;473,36;-0,73;0,37;2,98;1,84;0,76;1,96;0,44;0,85;0,47;0,51;0,44;0,2;1,46;0,9;0
Apical-723001710;8467;0,224567;484,85;473,52;-1,52;0,09;0,75;0,4;1,04;1,96;0,63;0;0;0;0;0;157,69;0,95;0
Apical-723001711;8460;0,682977;485,74;475,08;-0,78;0,3;2,38;1,5;0,8;1,68;0,4;0,66;0,56;0,72;0,4;0,27;6,59;0,98;0
Apical-723001712;8458;1,03122;484,43;475,65;-1,83;0,39;3,32;2,1;0,64;1,68;0,4;1,17;0,45;0,61;0,4;0,23;157,86;0,98;0
Apical-723001713;8454;0,500552;485,73;476,44;-0,78;0,19;1,87;1,34;0,9;1,92;0,42;0;0,42;0,42;0,42;0,14;35,57;0,95;0
Apical-723001714;8456;1,27833;486,41;475,68;-0,64;0,5;4,54;3,22;0,65;1,92;0,3;2,1;0,38;0,49;0,3;0,34;-36,15;0,88;0
Apical-723001715;8456;1,03283;484,32;476,1;-1,52;0,43;3,68;2,39;0,62;1,9;0,4;1,34;0,43;0,46;0,4;0,26;-171,66;0,94;0
Apical-723001716;8456;0,89672;484,71;476,12;-0,5;0,6;4,03;1,87;0,85;1,9;0,42;0,61;0,47;0,51;0,42;0,14;-166,29;0,97;0
Apical-723001717;8454;0,469116;485,57;476,45;-1,59;0,58;3,28;1,21;1,03;1,9;0,68;0;0,68;0,68;0,68;0,12;1,51;0,98;0
Apical-723001718;8451;0,342008;485,72;477,02;-0,94;0,57;3,91;2,11;0,9;1,52;0,48;0;0,7;0,7;0,7;0,51;-29,93;0,97;0
Apical-723001719;8446;0,834386;485,74;478,38;-0,33;0,3;2,63;1,72;0,69;1,52;0,4;0,57;0,41;0,42;0,4;0,14;-1,65;0,91;0
Apical-723001720;8446;0,242928;485,36;478,3;-1,25;0,13;1,08;0,66;0,9;1,52;0,48;0;0,6;0,6;0,6;0,07;-22,58;0,99;0
Apical-723001721;8444;0,501311;485,32;478,79;-0,48;0,16;1,4;0,89;0,86;1,72;0,48;0;0,53;0,53;0,53;0,11;6,17;0,99;0
Apical-723001722;8444;0,349254;485,22;478,88;-1,27;0,11;1,12;0,94;0,83;1,72;0,4;0;0,42;0,42;0,42;0,07;94,22;0,95;0
Apical-723001723;8440;0,789078;484,72;479,59;-0,01;0,25;2,42;1,8;0,68;1,43;0,4;0,52;0,44;0,44;0,44;0,22;-158,33;0,98;0
Apical-723001724;8437;0,475554;484,6;480,39;-1,05;0,17;1,67;1,2;0,65;1,44;0,42;0,32;0,44;0,46;0,42;0,12;154,95;0,96;0
Apical-723001725;8437;0,615525;485,22;480,48;-1,12;0,32;2,81;2,44;0,62;1,44;0,4;0,7;0,47;0,54;0,4;0,28;22,32;0,8;0
Apical-723001726;8436;1,32971;484,09;480,77;-1,72;0,5;4,38;2,9;0,57;1,44;0,4;1,72;0,43;0,46;0,4;0,34;160,92;0,96;0
Apical-723001727;8432;0,750822;485,53;481,49;-0,26;0,22;2,12;1,59;0,58;1,44;0,4;0,78;0,41;0,42;0,4;0,16;10,81;0,94;0
Apical-723001728;8427;0,645089;484,84;482,82;-1,22;0,48;3,14;1,53;0,92;1,81;0,63;0,42;0,65;0,68;0,63;0,31;-86,95;0,99;0
Apical-723001729;8426;0,946182;484,15;483,01;0,09;0,41;3,46;2,22;0,78;1,91;0,4;1,13;0,43;0,47;0,4;0,24;-157,27;0,97;0
Apical-723001730;8425;0,594748;484,61;483,45;-1,08;0,17;1,65;1,24;0,78;1,9;0,4;0,36;0,41;0,42;0,4;0,11;169,9;0,95;0
Apical-723001731;8420;1,5646;486,48;484,33;-0,99;0,77;6,16;3,73;0,58;1,55;0,4;2,48;0,42;0,46;0,4;0,31;-2,29;0,88;0
Apical-723001732;8420;0,357167;485,39;484,35;-0,45;0,14;1,45;1,15;0,67;1,55;0,4;0,5;0,41;0,42;0,4;0,09;21,36;0,86;0
Apical-723001733;8420;0,54196;485,38;484,39;-0,76;0,19;1,83;1,36;0,7;1,55;0,42;0,57;0,43;0,46;0,42;0,13;27,21;0,91;0
Apical-723001734;8418;1,25224;484,69;484,72;0,91;0,83;5,26;2,68;0,76;1,53;0,48;1,82;0,66;0,86;0,53;0,77;176,68;0,96;0
Apical-723001735;8417;0,65842;484,49;485,21;-0,11;0,12;1,26;1;0,64;1,9;0,4;0,49;0,4;0,4;0,4;0,08;-170,22;0,99;0
Apical-723001736;8415;1,14262;484,03;485,5;0,07;0,37;3,29;2,23;0,6;1,92;0,4;1,17;0,4;0,42;0,4;0,2;174,86;0,92;0
Apical-723001737;8414;0,501468;484,82;485,75;-0,63;0,12;1,2;0,9;0,87;1,92;0,4;0,32;0,47;0,51;0,42;0,09;-177,94;0,95;0
Apical-723001738;8411;1,40058;486,47;486,58;0,11;0,45;4,11;2,93;0,58;1,92;0,4;2,25;0,44;0,58;0,4;0,39;0,05;0,87;0
Apical-723001739;8411;0,938183;485,96;486,45;0,2;0,38;3,1;1,91;0,64;1,92;0,4;0,93;0,43;0,51;0,4;0,21;-25,35;0,99;0
Apical-723001740;8410;0,699483;485,65;486,77;0,23;0,15;1,51;1,1;0,7;1,92;0,4;0,56;0,41;0,42;0,4;0,09;-11,51;0,99;0
Apical-723001741;8403;1,51757;483,41;488,14;0,01;0,91;6,87;3,98;0,65;1,9;0,4;3,05;0,53;0,63;0,4;0,75;176,59;0,74;0
Apical-723001742;8406;0,728059;484,56;487,46;0,43;0,18;1,69;1,21;0,75;1,9;0,42;0,34;0,44;0,46;0,42;0,12;177,28;0,97;0
Apical-723001743;8403;0,937328;483,98;488,33;-0,28;0,58;3,91;2,02;0,73;1,89;0,4;1,08;0,54;0,75;0,4;0,42;155,67;0,93;0
Apical-723001744;8403;0,451012;484,48;488,2;-0,22;0,12;1,26;0,99;0,69;1,89;0,4;0,26;0,41;0,42;0,4;0,07;157,09;0,91;0
Apical-723001745;8398;0,796326;485,5;489,6;-0,24;0,2;1,99;1,5;0,6;1,69;0,4;0,77;0,41;0,42;0,4;0,14;18,58;0,97;0
Apical-723001746;8401;0,923058;485,76;488,89;0,06;0,56;4,17;2,17;0,7;1,69;0,4;0,8;0,42;0,46;0,4;0,1;-13,6;0,95;0
Apical-723001747;8398;0,471988;484,9;489,5;0,31;0,23;1,85;1;0,89;1,69;0,49;0;0,49;0,49;0,49;0,07;49,33;0,98;0
Apical-723001748;8397;0,242152;484,84;489,73;0,03;0,05;0,5;0,36;0,8;1,49;0,48;0;0;0;0;0;15,45;0,97;0
Apical-723001749;8393;1,16011;483,45;490,63;0,28;0,24;2,45;1,87;0,65;2,01;0,4;1,3;0,4;0,42;0,4;0,18;-167,19;0,98;0
Apical-723001750;8392;0,229133;484,36;490,83;-0,49;0,15;1,13;0,55;1,02;2,01;0,53;0;0;0;0;0;-134,32;0,99;0
Apical-723001751;8391;1,04607;484,8;491;0,7;0,36;3,1;1,96;0,76;1,97;0,4;0,7;0,41;0,42;0,4;0,2;-27,04;0,97;0
Apical-723001752;8388;1,70695;486,06;492,04;-0,06;1,28;9,44;5,84;0,66;1,92;0,4;4,79;0,5;0,68;0,4;1,11;24,61;0,63;0
Apical-723001753;8388;1,58891;485,89;492,24;-0,47;0,65;5,09;3,1;0,64;1,9;0,4;2,14;0,45;0,7;0,4;0,49;8,91;0,86;0
Apical-723001754;8381;0,407139;483,76;493,37;-0,23;0,08;0,87;0,69;0,64;1,49;0,4;0;0,4;0,4;0,4;0,05;-170,07;1;0
Apical-723001755;8375;0,904809;483,29;495,06;-0,04;0,38;3,26;2,21;0,69;1,92;0,4;1,05;0,42;0,46;0,4;0,21;160,19;0,85;0
Apical-723001756;8375;0,34051;484,2;494,84;-0,69;0,25;1,84;0,91;1,03;1,92;0,58;0;0,58;0,58;0,58;0,09;63,43;0,99;0
Apical-723001757;8372;1,26963;485,42;495,66;-0,4;0,74;5,33;3,02;0,69;1,92;0,4;2,03;0,47;0,82;0,4;0,58;20,48;0,88;0
Apical-723001758;8374;0,511072;484,1;495,12;0,13;0,14;1,39;0,98;0,9;1,92;0,44;0;0,44;0,44;0,44;0,09;116,4;0,98;0
Apical-723001759;8371;0,693094;484,62;495,96;-0,03;0,16;1,51;1,1;0,75;1,92;0,42;0,28;0,44;0,46;0,42;0,1;11,34;0,96;0
Apical-723001760;8369;1,15825;485,08;496,71;-0,77;0,61;4,51;2,43;0,66;1,93;0,4;1,28;0,42;0,46;0,4;0,14;28,22;0,96;0
Apical-723001761;8371;0,906189;484,8;496,17;0,01;0,41;3,03;1,63;0,8;1,93;0,42;0,6;0,47;0,58;0,42;0,25;15,76;0,97;0
Apical-723001762;8365;0,643154;483,15;496,81;-1,05;0,25;2,17;1,49;0,73;1,84;0,4;0,84;0,47;0,61;0,4;0,21;175,64;0,89;0
Apical-723001763;8364;0,633491;483,18;496,96;-1,2;0,58;4,06;1,95;0,81;1,84;0,42;0,64;0,45;0,51;0,42;0,11;153,75;0,98;0
Apical-723001764;8363;1,12165;482,43;497,41;-0,81;0,32;3,07;2,35;0,53;1,47;0,4;1,74;0,42;0,46;0,4;0,26;-171,29;0,92;0
Apical-723001765;8361;0,601984;482,89;497,8;-0,83;0,16;1,67;1,25;0,63;1,64;0,4;0,52;0,41;0,42;0,4;0,11;-160,18;0,93;0
Apical-723001766;8359;0,311466;483,49;498,3;-1,25;0,14;1,23;0,79;0,92;1,77;0,48;0;0,53;0,53;0,53;0,08;-52,55;1;0
Apical-723001767;8358;1,55526;482,02;499,04;-1,4;0,73;5,83;3,55;0,6;1,68;0,4;2,45;0,48;0,66;0,4;0,57;160,21;0,83;0
Apical-723001768;8358;1,55462;482,07;498,69;-1,67;0,75;5,47;3,14;0,64;1,68;0,4;2,36;0,55;0,84;0,4;0,69;-177,61;0,89;0
Apical-723001769;8358;1,00843;482,71;498,79;-1,63;0,54;3,64;1,92;0,74;1,68;0,48;1,11;0,65;0,77;0,48;0,48;148,95;0,9;0
Apical-723001770;8358;0,818764;482,88;498,69;-1,55;0,52;3,47;1,71;0,77;1,68;0,48;0,62;0,57;0,7;0,48;0,36;173,23;0,97;0
Apical-723001771;8358;0,548427;483,05;498,64;-1,34;0,28;2,22;1,23;0,77;1,68;0,48;0;0,48;0,48;0,48;0,12;170,96;0,97;0
Apical-723001772;8355;0,996606;484,59;499,27;-1,17;0,63;4,51;2,28;0,71;1,44;0,4;1,05;0,44;0,58;0,4;0,16;-14,22;0,93;0
Apical-723001773;8353;0,200679;483,59;499,82;-1,35;0,64;3,25;1,11;1,1;1,49;0,85;0;0,85;0,85;0,85;0,18;152,45;1;0
Apical-723001774;8352;1,02258;484,32;500,09;-0,46;0,45;3,54;2,2;0,71;1,49;0,42;1,38;0,52;0,67;0,42;0,39;27,37;0,93;0
Apical-723001775;8343;1,80949;481,63;501,77;-0,99;0,96;6,81;3,91;0,66;1,93;0,4;3,08;0,57;0,82;0,4;0,9;155,27;0,91;0
Apical-723001776;8346;1,07493;482,37;501,42;-1,32;0,38;3,19;2,07;0,67;1,93;0,4;0,95;0,43;0,51;0,4;0,22;166,98;0,96;0
Apical-723001777;8347;0,676668;482,88;501,14;-1,62;0,15;1,54;1,17;0,73;1,93;0,4;0,56;0,41;0,42;0,4;0,09;-173,63;0,97;0
Apical-723001778;8345;0,318391;483,48;501,56;-1,58;0,12;1,08;0,69;0,98;1,97;0,48;0;0,53;0,53;0,53;0,06;73,08;0,99;0
Apical-723001779;8345;1,51245;484,95;501,66;-1,37;1,31;7,25;3,23;0,78;2,12;0,4;2,03;0,59;0,96;0,4;0,85;0,11;0,88;0
Apical-723001780;8341;0,362244;483,36;502,66;-0,86;0,37;2,2;0,92;1,09;1,64;0,68;0;0,89;0,89;0,89;0,21;80,41;1;0
Apical-723001781;8338;1,20042;482,23;503,45;-1,68;0,61;4,76;2,89;0,65;1,49;0,48;2,23;0,53;0,63;0,48;0,55;164,21;0,87;0
Apical-723001782;8338;0,912662;482,49;503,4;-1,56;0,67;4,63;2,43;0,74;1,49;0,48;1,49;0,59;0,82;0,48;0,5;158,77;0,87;0
Apical-723001783;8340;0,245668;483,1;502,92;-1,26;0,18;1,3;0,63;1,05;1,49;0,68;0;0;0;0;0,02;150,74;0,98;0
Apical-723001784;8337;0,130318;483,48;503,56;-1,24;0,05;0,53;0,37;0,74;1,1;0,48;0;0;0;0;0;27,06;0,97;0
Apical-723001785;8334;0,898799;484,24;504,05;-1,82;0,84;5,24;2,46;0,63;0,96;0,44;1,18;0,52;0,7;0,44;0,37;3,16;0,98;0
Apical-723001786;8332;1,09432;484,45;504,62;-1,88;0,46;4,28;3,07;0,48;0,72;0,42;2,31;0,44;0,48;0,42;0,4;17,53;0,79;0
Apical-723001787;8327;0,848216;483,8;505,98;-0,94;0,35;3,28;2,33;0,48;0,72;0,4;1,67;0,44;0,48;0,4;0,29;28,91;0,89;0
Apical-723001788;8324;0,811884;482,25;506,23;-1,59;0,63;4,67;2,71;0,68;1,17;0,42;1,47;0,51;0,63;0,42;0,47;-117,29;0,67;0
Apical-723001789;8323;1,71302;481,46;506,09;-2,15;0,83;7,08;4,71;0,56;1,47;0,4;3,71;0,45;0,56;0,4;0,66;-174,01;0,56;0
Apical-723001790;8324;1,47003;481,71;506,05;-2,03;0,72;6,11;4,03;0,58;1,47;0,4;2,97;0,45;0,56;0,4;0,55;-157,25;0,77;0
Apical-723001791;8324;1,00685;482,09;506,2;-1,79;0,74;5,48;3,16;0,69;1,47;0,42;2,38;0,53;0,68;0,42;0,57;-140,38;0,8;0
Apical-723001792;8322;0,543396;482,43;506,89;-1,17;0,52;2,92;1,22;0,97;1,47;0,68;0;0,89;0,89;0,89;0,36;-166,58;0,97;0
Apical-723001793;8322;0,160627;482,69;506,95;-1,51;0,09;0,78;0,39;1,01;1,47;0,68;0;0;0;0;0;-159,9;0,97;0
Apical-723001794;8319;0,830567;483,77;507,49;-1,36;0,36;3,09;1,93;0,62;1,37;0,4;0,91;0,43;0,51;0,4;0,19;13,43;0,99;0
Apical-723001795;8321;0,654843;483,36;507,23;-1,93;0,22;1,93;1,32;0,75;1,37;0,4;0,57;0,47;0,58;0,4;0,18;-0,34;0,99;0
Apical-723001796;8320;0,0935479;483,03;507,52;-1,5;0,12;0,94;0,46;0,82;1,02;0,68;0;0;0;0;0;20,18;0,98;0
Apical-723001797;8315;0,140518;483,05;508,6;-1,41;0,11;1,02;0,65;0,58;0,72;0,48;0;0,54;0,54;0,54;0,05;-43,03;0,99;0
Apical-723001798;8313;0,137853;482,95;509,16;-1,6;0,48;2,47;0,82;1,03;1,12;0,96;0;0;0;0;0,01;26,33;0,99;0
Apical-723001799;8314;1,66682;481,3;508,43;-1,53;0,9;6,37;3,59;0,64;1,49;0,4;2,58;0,52;0,89;0,4;0,73;-157,56;0,92;0
Apical-723001800;8314;1,46067;481,5;508,48;-1,51;0,65;5,11;3,1;0,64;1,49;0,4;2,42;0,52;0,77;0,4;0,59;-149,66;0,9;0
Apical-723001801;8313;0,907636;482,3;508,98;-0,82;0,53;3,91;2,17;0,69;1,49;0,42;1,41;0,53;0,68;0,42;0,37;-138,74;0,93;0
Apical-723001802;8312;0,202603;482,58;509,3;-1,5;0,28;1,66;0,56;1,02;1,49;0,75;0;0;0;0;0;-165,26;0,98;0
Apical-723001803;8309;1,13521;483,33;510,13;-0,74;0,43;3,54;2,28;0,62;1,62;0,4;1,15;0,43;0,51;0,4;0,26;15,73;0,92;0
Apical-723001804;8307;0,480646;482,08;510,58;-1,41;0,15;1,42;1,03;0,66;1,42;0,44;0,29;0,47;0,48;0,46;0,1;-170,9;0,93;0
Apical-723001805;8307;0,248325;482,29;510,61;-1,76;0,18;1,35;0,67;0,87;1,42;0,58;0;0;0;0;0,01;-178,68;0,93;0
Apical-723001806;8305;1,34927;481,72;510,91;-2,79;1,26;7,1;3,06;0,81;1,75;0,44;1,79;0,62;0,82;0,44;0,8;-178,74;0,96;0
Apical-723001807;8305;0,896382;481,94;510,93;-2,39;0,36;2,97;1,88;0,72;1,75;0,44;1,17;0,51;0,56;0,44;0,3;160,04;0,96;0
Apical-723001808;8305;0,281012;482,38;511;-1,42;0,09;0,85;0,58;0,97;1,75;0,48;0;0;0;0;0,03;126,31;0,99;0
Apical-723001809;8296;1,16022;481,45;513,22;-2,04;0,97;6,14;3,08;0,73;1,97;0,4;1,87;0,48;0,7;0,4;0,5;161,07;0,81;0
Apical-723001810;8299;1,12193;483,56;512,38;-1,24;0,31;2,82;1,95;0,69;1,97;0,4;1,29;0,46;0,58;0,4;0,26;-17,26;0,99;0
Apical-723001811;8300;0,566924;482,09;512,49;-1,38;0,14;1,36;0,99;0,77;1,97;0,42;0,3;0,42;0,42;0,42;0,08;-160,93;0,98;0
Apical-723001812;8299;0,809995;482,49;512,58;-0,91;0,81;4,6;1,86;0,96;1,97;0,63;0,41;0,65;0,68;0,63;0,34;-146,54;0,98;0
Apical-723001813;8299;0,549137;482,54;512,63;-1,18;0,33;2,28;1,14;1;1,97;0,63;0;0,63;0,63;0,63;0,17;-163,31;0,97;0
Apical-723001814;8293;0,751779;481,88;513,92;-2,13;0,59;4,22;2,21;0,61;1,06;0,4;0,98;0,41;0,42;0,4;0,12;-176,11;0,88;0
Apical-723001815;8285;0,903256;483,48;515,81;-1,48;0,38;3,29;2,15;0,63;1,44;0,4;1,24;0,43;0,51;0,4;0,21;2,32;0,86;0
Apical-723001816;8283;1,13808;483,69;516,53;-1,73;0,37;3,34;2,26;0,6;1,74;0,4;1,32;0,4;0,42;0,4;0,2;-0,64;0,9;0
Apical-723001817;8282;0,737662;483,28;516,61;-1,82;0,19;1,86;1,38;0,65;1,74;0,4;0,77;0,43;0,46;0,4;0,13;16,92;0,94;0
Apical-723001818;8282;0,589107;482,41;516,44;-1,22;0,59;3,58;1,46;0,97;1,74;0,57;0;0,57;0,57;0,57;0,12;159,26;0,96;0
Apical-723001819;8281;1,08225;481,46;516,84;-1,9;0,27;2,71;2,04;0,58;1,81;0,4;1,55;0,41;0,46;0,4;0,22;-176,01;0,93;0
Apical-723001820;8280;0,776851;482,01;517,01;-2,37;0,46;3,2;1,64;0,79;1,81;0,44;0,33;0,57;0,63;0,51;0,29;152,62;0,99;0
Apical-723001821;8280;0,48749;482,73;517,03;-1,36;0,24;1,92;1,06;0,84;1,81;0,42;0;0,47;0,47;0,47;0,07;51,37;0,99;0
Apical-723001822;8272;1,61206;481,09;518,91;-2,31;0,78;6,01;3,38;0,67;1,73;0,4;1,98;0,44;0,58;0,4;0,32;-166,79;0,93;0
Apical-723001823;8270;1,28452;481,56;519,3;-2,72;0,57;4,52;2,73;0,68;1,73;0,4;1,67;0,47;0,63;0,4;0,41;156,27;0,93;0
Apical-723001824;8273;1,08565;483,62;518,75;-1,43;0,48;3,89;2,35;0,72;1,73;0,4;1,39;0,46;0,61;0,4;0,32;-20,63;0,98;0
Apical-723001825;8271;1,05245;483,71;519;-1,87;0,58;4,24;2,17;0,74;1,73;0,4;0,99;0,43;0,51;0,4;0,12;-1,67;0,99;0
Apical-723001826;8271;1,03422;481,8;519,35;-1,83;0,46;3,56;2,04;0,76;1,73;0,44;1,09;0,52;0,7;0,44;0,29;147,65;0,93;0
Apical-723001827;8271;0,900336;481,83;519,08;-2,39;0,28;2,51;1,72;0,74;1,73;0,4;1,03;0,46;0,58;0,4;0,22;-178,03;0,98;0
Apical-723001828;8270;0,582537;482,35;519,17;-2,71;1;4,76;1,64;1,01;1,73;0,7;0;0,89;0,89;0,89;0,53;143,42;0,96;0
Apical-723001829;8270;0,486585;483,23;519,12;-2,17;0,14;1,3;0,88;0,8;1,73;0,44;0,25;0,48;0,51;0,44;0,08;6,5;0,99;0
Apical-723001830;8271;0,188536;482,73;519,02;-2,01;0,26;1,56;0,52;1,28;1,73;0,96;0;0;0;0;0;-68,05;1;0
Apical-723001831;8264;0,993832;483,87;520,58;-2,23;0,62;4,39;2,32;0,67;1,44;0,4;1,02;0,43;0,51;0,4;0,16;20,13;0,96;0
Apical-723001832;8260;0,812933;482,23;521,45;-2,05;0,34;2,87;1,72;0,7;1,36;0,42;0,58;0,45;0,51;0,42;0,18;-175,31;0,99;0
Apical-723001833;8260;0,668993;482,47;521,42;-3,15;0,5;3,4;1,72;0,75;1,36;0,48;0,7;0,62;0,77;0,48;0,33;-165,81;0,98;0
Apical-723001834;8257;0,95601;481,99;522,49;-2,7;0,42;3,44;2,13;0,57;1,16;0,4;1,29;0,44;0,53;0,4;0,25;171,88;0,98;0
Apical-723001835;8254;0,149655;483,14;522,89;-2,83;0,11;1;0,66;0,96;1,43;0,48;0;0;0;0;0,05;-31,56;1;0
Apical-723001836;8253;0,402042;483,2;523,16;-2,31;0,3;2,06;0,98;0,96;1,52;0,65;0;0,65;0,65;0,65;0,14;96,8;1;0
Apical-723001837;8246;0,970579;484,39;524,7;-3,35;0,36;3,14;2,17;0,66;1,64;0,4;1;0,42;0,46;0,4;0,2;-18,33;0,89;0
Apical-723001838;8245;0,491242;483,85;524,9;-3,39;0,14;1,35;1,11;0,76;1,64;0,4;0,31;0,43;0,47;0,4;0,1;-1,83;0,89;0
Apical-723001839;8244;0,970009;482,54;525,23;-3,1;0,33;2,94;1,94;0,67;1,81;0,4;0,99;0,41;0,42;0,4;0,17;-179,18;0,9;0
Apical-723001840;8245;0,64362;484,12;525,11;-2,92;0,24;2;1,27;0,84;1,81;0,42;0,25;0,42;0,42;0,42;0,07;-0,74;0,91;0
Apical-723001841;8241;0,90444;482,86;526,08;-2,65;0,24;2,21;1,55;0,74;1,97;0,42;0,85;0,45;0,51;0,42;0,18;167,1;0,93;0
Apical-723001842;8241;0,35929;483,21;526,05;-3,1;0,12;1,02;0,6;1,08;1,97;0,48;0;0,7;0,7;0,7;0,07;145,75;0,95;0
Apical-723001843;8242;0,244462;483,54;525,77;-2,97;0,04;0,42;0,28;1,14;1,97;0,48;0;0;0;0;0;59,32;1;0
Apical-723001844;8241;0,345154;483,18;525,99;-3,22;0,38;2,56;1,39;1,07;2;0,4;0;0,8;0,8;0,8;0,34;176,16;0,97;0
Apical-723001845;8240;0,640068;483,81;526,13;-3,86;0,63;3,81;1,59;0,98;1,97;0,47;0;0,47;0,47;0,47;0,17;-17,42;0,98;0
Apical-723001846;8240;0,549369;483,86;526,03;-3,7;0,19;1,55;0,94;0,85;1,97;0,48;0,31;0,55;0,58;0,51;0,13;-25,13;0,99;0
Apical-723001847;8237;1,12387;484,49;526,64;-4,07;0,37;3,32;2,24;0,65;1,86;0,4;1,3;0,41;0,42;0,4;0,21;-6,6;0,94;0
Apical-723001848;8238;0,580985;483,03;526,76;-3,27;0,15;1,62;1,29;0,86;1,86;0,4;0;0,4;0,4;0,4;0,12;174,84;0,98;0
Apical-723001849;8232;0,892624;484,79;527,87;-3,48;0,47;3,33;1,57;0,8;2,25;0,4;0,24;0,4;0,4;0,4;0;-10,84;0,98;0
Apical-723001850;8233;0,991795;483,05;528,13;-3,06;0,22;2,12;1,57;0,73;2,25;0,4;0,78;0,42;0,46;0,4;0,16;-176,76;0,94;0
Apical-723001851;8232;0,410311;483,73;527,92;-3,91;0,48;2,73;0,96;1,07;2,25;0,53;0;0;0;0;0,02;-153,97;1;0
Apical-723001852;8231;0,932157;483,14;528,45;-3,18;0,28;2,41;1,5;0,72;2,12;0,4;0,51;0,41;0,42;0,4;0,11;161,37;0,98;0
Apical-723001853;8230;0,394719;484,17;528,37;-3,95;0,24;1,82;0,94;0,97;2,12;0,53;0;0,53;0,53;0,53;0,08;29,15;0,99;0
Apical-723001854;8228;1,46699;482,75;529,33;-4,13;0,74;5,2;2,81;0,72;2,04;0,42;1,8;0,56;0,68;0,42;0,58;178,76;0,96;0
Apical-723001855;8228;1,17921;483,06;529,33;-4,1;0,46;3,77;2,43;0,69;2,04;0,42;1,76;0,51;0,68;0,42;0,4;167,06;0,9;0
Apical-723001856;8228;0,983923;483,23;529,3;-4;0,43;3,34;1,92;0,73;2,04;0,42;1,05;0,53;0,68;0,42;0,27;170,95;0,96;0
Apical-723001857;8226;0,838533;483,41;529,59;-3,54;0,18;1,86;1,42;0,68;2,04;0,4;0,76;0,41;0,42;0,4;0,13;138,09;0,92;0
Apical-723001858;8229;0,78183;483,31;528,93;-3,42;0,25;2,41;1,82;0,66;2,04;0,4;0,92;0,42;0,46;0,4;0,19;178,01;0,85;0
Apical-723001859;8227;0,422169;483,77;529,22;-3,83;0,23;1,59;0,78;0,93;2,04;0,58;0;0;0;0;0,06;164,79;0,97;0
Apical-723001860;8223;0,778392;483,96;530,54;-3,23;0,22;2,25;1,86;0,61;1,7;0,4;1,07;0,41;0,42;0,4;0,17;143,62;0,81;0
Apical-723001861;8223;0,473506;484,3;530,3;-3,27;0,15;1,46;1,01;0,77;1,7;0,44;0,35;0,45;0,46;0,44;0,1;115,46;0,95;0
Apical-723001862;8219;0,668729;484,33;531,21;-4,09;0,25;2,11;1,24;0,72;1,82;0,4;0,27;0,41;0,42;0,4;0,09;151,83;0,99;0
Apical-723001863;8218;0,300275;485,28;531,08;-4,23;0,19;1,33;0,65;0,99;1,79;0,58;0;0;0;0;0,02;-23,05;0,98;0
Apical-723001864;8216;1,1246;484,76;531,6;-5,16;0,81;5,07;2,42;0,8;1,64;0,53;1,5;0,67;0,77;0,53;0,64;151,43;0,99;0
Apical-723001865;8216;0,529461;485,03;531,49;-4,62;0,31;2,38;1,31;0,82;1,64;0,48;0,4;0,51;0,53;0,48;0,14;145,22;0,98;0
Apical-723001866;8210;0,930294;485,41;533,42;-3,4;0,64;4,27;2,03;0,75;1,68;0,44;0,62;0,47;0,51;0,44;0,17;155,48;0,98;0
Apical-723001867;8209;0,727293;485,63;533,41;-4,55;0,24;2,42;1,91;0,73;1,68;0,4;0,54;0,41;0,42;0,4;0,2;152,16;0,92;0
Apical-723001868;8201;0,480629;486,2;534,93;-4,93;0,14;1,36;0,97;0,91;1,89;0,44;0;0,44;0,44;0,44;0,08;-90;0,98;0
Apical-723001869;8201;0,425129;486,05;535,15;-4,88;0,18;1,42;0,84;1,02;1,89;0,48;0;0,6;0,6;0,6;0,12;-173,17;0,99;0
Apical-723001870;8201;0,350663;486,1;535,13;-4,19;0,18;1,33;0,63;1,16;1,89;0,68;0;0;0;0;0,02;-171,04;1;0
Apical-723001871;7679;1,36927;488,12;535,17;-4,24;0,83;7,07;4,8;0,64;1,89;0,42;3,53;0,44;0,51;0,42;0,67;1,79;0,89;0
Apical-723001872;7672;1,63931;488,47;536,33;-5,01;0,86;7,47;5,16;0,64;1,92;0,4;3,65;0,46;0,54;0,42;0,83;34,61;0,91;0
